EvseId,Created,ExternalId,DurationSeconds,VolumeKwh,TariffCode,WholesaleCost
NL-GFX-ENL-GFX-RD00265-2,2020-08-10 15:23:09.9200000,NLGFX637326413750999827-a5429,28414,6.0900,A2,1.8300
NL-GFX-ENL_GFX_A0129-2,2020-08-10 15:23:49.0000000,NLGFX637326348868075182-16ce4,34953,10.7700,A2,3.2300
NL-GFX-ENL_GFX_A0129-1,2020-08-10 16:39:29.0066667,NLGFX637326467238409929-1b2d5,27645,3.6200,A2,1.0900
NL-GFX-ENL-GFX-RD00275-2,2020-08-11 14:57:14.3600000,NLGFX637327289462176950-3c265,25688,3.2200,A2,0.9700
NL-GFX-ENL_GFX_A0129-2,2020-08-11 15:16:58.7433333,NLGFX637327451803683760-b9e93,10640,2.5000,A2,0.7500
NL-GFX-ENL_GFX_A0129-1,2020-08-11 16:15:32.9000000,NLGFX637327267742289281-c918e,32562,33.2200,A2,9.9700
NL-GFX-ENL-GFX-RD00265-2,2020-08-12 10:36:10.2100000,NLGFX637328240881418054-0c3f1,1281,3.7200,A2,1.1200
NL-GFX-ENL-GFX-RD00298-2,2020-08-12 14:39:14.1866667,NLGFX637328315956921103-2a1d6,8331,8.0600,A2,2.4200
NL-GFX-ENL-GFX-RD00275-1,2020-08-12 15:05:26.3800000,NLGFX637328092025892892-38d20,32320,3.1000,A2,0.9300
NL-GFX-ENL_GFX_A0129-2,2020-08-12 15:37:15.4900000,NLGFX637328080876825529-b6ace,35357,10.8200,A2,3.2500
NL-GFX-ENL_GFX_A0017-2,2020-08-12 15:48:25.0733333,NLGFX637328074305116631-c504f,36673,8.5800,A2,2.5700
NL-GFX-ENL-GFX-RD00272-2,2020-08-12 15:59:05.1733333,NLGFX637328129386807479-3953d,31806,31.4400,A2,9.4300
NL-GFX-ENL_GFX_A0017-2,2020-08-13 15:24:37.2033333,NLGFX637328937247293202-956de,35351,8.6900,A2,2.6100
NL-GFX-ENL_GFX_A0129-1,2020-08-13 16:01:00.0500000,NLGFX637328984099494289-93381,32840,7.5600,A2,2.2700
NL-GFX-ENL-GFX-RD00275-2,2020-08-13 16:13:27.9666667,NLGFX637328994405019299-209d9,32569,4.1800,A2,1.2500
NL-GFX-ENL-GFX-RD00298-1,2020-08-14 13:43:05.9266667,NLGFX637329984277043628-a8c02,10958,12.8400,A2,3.8500
NL-GFX-ENL_GFX_A0017-2,2020-08-14 15:21:29.5266667,NLGFX637329812495704207-cb852,34049,10.8200,A2,3.2500
NL-GFX-ENL-GFX-RD00298-2,2020-08-17 09:11:40.3366667,NLGFX637332452230966949-7d561,7076,7.0300,A2,2.1100
NL-GFX-ENL-GFX-RD00272-1,2020-08-17 13:45:41.8066667,NLGFX637332434206502456-6c308,25320,0.0200,A2,0.0100
NL-GFX-ENL_GFX_A0017-2,2020-08-17 14:45:47.3533333,NLGFX637332419319205414-281b5,30419,8.8300,A2,2.6500
NL-GFX-ENL-GFX-RD00275-1,2020-08-17 15:21:15.2800000,NLGFX637332435147323504-775c3,30960,20.4100,A2,6.1200
NL-GFX-ENL_GFX_A0129-2,2020-08-18 09:43:53.0366667,NLGFX637333284101462210-a1ea7,12199,11.8400,A2,3.5500
NL-GFX-ENL-GFX-RD00298-2,2020-08-18 15:30:31.1666667,NLGFX637333302117947415-37e32,31218,5.9100,A2,1.7700
NL-GFX-ENL-GFX-RD00274-1,2020-08-19 13:14:13.3066667,NLGFX637334134595849701-896a5,26194,4.7400,A2,1.4200
NL-GFX-ENL-GFX-RD00272-1,2020-08-19 15:25:51.6166667,NLGFX637334166778446111-d36ae,30873,0.0200,A2,0.0100
NL-GFX-ENL-GFX-RD00265-2,2020-08-19 15:25:53.5966667,NLGFX637333272818400740-c3700,120271,36.8500,A2,11.0600
NL-GFX-ENL_GFX_A0129-2,2020-08-19 15:29:37.1300000,NLGFX637334411220353900-c7c84,6657,2.6100,A2,0.7800
NL-GFX-ENL_GFX_A0017-2,2020-08-19 15:29:57.1866667,NLGFX637334129643481777-f8199,34846,8.9400,A2,2.6800
NL-GFX-ENL_GFX_A0129-1,2020-08-19 15:55:42.3566667,NLGFX637334155583316492-8a576,33786,8.9300,A2,2.6800
NL-GFX-ENL-GFX-RD00298-2,2020-08-20 10:14:13.1966667,NLGFX637335008322340331-f3b35,14420,38.6900,A2,11.6100
NL-GFX-ENL-GFX-RD00298-1,2020-08-20 13:20:56.3366667,NLGFX637335030004404501-e3d61,23455,2.4300,A2,0.7300
NL-GFX-ENL-GFX-RD00274-1,2020-08-20 14:32:06.3166667,NLGFX637334998244450051-cc4d4,30902,4.3700,A2,1.3100
NL-GFX-ENL-GFX-RD00275-1,2020-08-20 14:39:21.7233333,NLGFX637335020225696504-c8c57,29139,17.7400,A2,5.3200
NL-GFX-ENL_GFX_A0129-1,2020-08-20 15:11:22.3733333,NLGFX637335005276758547-24a10,32550,6.3300,A2,1.9000
NL-GFX-ENL_GFX_A0017-2,2020-08-20 15:12:32.3533333,NLGFX637334994437272913-790d1,33718,8.7100,A2,2.6100
NL-GFX-ENL-GFX-RD00272-1,2020-08-20 15:28:14.5833333,NLGFX637335029295520871-6b938,31166,0.0200,A2,0.0100
NL-GFX-ENL-GFX-RD00298-2,2020-08-21 10:21:59.4866667,NLGFX637335873104183211-da4f4,14807,3.1500,A2,0.9500
NL-GFX-ENL-GFX-RD00275-1,2020-08-21 11:40:33.3433333,NLGFX637335885031616861-53e0c,18330,6.0900,A2,1.8300
NL-GFX-ENL-GFX-RD00274-1,2020-08-21 14:32:19.5700000,NLGFX637335857648898714-1e1e9,31375,36.7400,A2,11.0200
NL-GFX-ENL_GFX_A0129-1,2020-08-21 15:10:07.1933333,NLGFX637335909786136444-69c2f,28428,22.5300,A2,6.7600
NL-GFX-ENL_GFX_A0129-1,2020-08-24 10:53:00.6200000,NLGFX637338466755567526-c3d1a,16506,3.3900,A2,1.0200
NL-GFX-ENL_GFX_A0017-1,2020-08-24 14:26:21.9433333,NLGFX637338424394861466-0e530,33545,5.0900,A2,1.5300
NL-GFX-ENL_GFX_A0017-2,2020-08-24 14:47:21.2233333,NLGFX637338447091112153-a642b,32532,9.3200,A2,2.8000
NL-GFX-ENL-GFX-RD00298-2,2020-08-24 15:33:27.7900000,NLGFX637338492373141064-5d59a,30770,6.0300,A2,1.8100
NL-GFX-ENL-GFX-RD00275-2,2020-08-24 16:17:10.7200000,NLGFX637338485585463113-89d6e,34071,5.0100,A2,1.5000
NL-GFX-ENL-GFX-RD00274-2,2020-08-25 08:26:01.9466667,NLGFX637339332846617446-fa955,7476,6.1000,A2,1.8300
NL-GFX-ENL_GFX_A0129-1,2020-08-25 10:14:29.6533333,NLGFX637339328339297983-1ddb6,14437,6.7700,A2,2.0300
NL-GFX-ENL_GFX_A0017-2,2020-08-25 10:25:53.5000000,NLGFX637339308346045026-40b7c,17120,10.4600,A2,3.1400
NL-GFX-ENL_GFX_A0017-1,2020-08-25 13:20:03.7333333,NLGFX637339290088950826-f91d2,29395,5.1300,A2,1.5400
NL-GFX-ENL-GFX-RD00265-2,2020-08-25 13:56:00.3700000,NLGFX637339375012114323-9e66a,23056,2.7900,A2,0.8400
NL-GFX-ENL_GFX_A0017-2,2020-08-25 14:52:29.5166667,NLGFX637339504508161868-5bd6d,13500,1.7900,A2,0.5400
NL-GFX-ENL-GFX-RD00274-1,2020-08-25 16:01:04.1866667,NLGFX637339334139532327-4b3b1,34650,4.8800,A2,1.4600
NL-GFX-ENL-GFX-RD00275-2,2020-08-25 16:13:31.6600000,NLGFX637339359031174139-4b04c,32908,32.2900,A2,9.6900
NL-GFX-ENL-GFX-RD00298-2,2020-08-25 16:17:41.8466667,NLGFX637339350760257867-6747f,33985,42.3400,A2,12.7000
NL-GFX-ENL-GFX-RD00274-2,2020-08-25 18:19:36.9300000,NLGFX637339431994371095-34ec3,33178,8.1800,A2,2.4500
NL-GFX-ENL-GFX-RD00298-1,2020-08-26 12:12:29.4566667,NLGFX637340351824876845-6f6a3,5568,5.4700,A2,1.6400
NL-GFX-ENL_GFX_A0017-1,2020-08-26 13:37:40.9366667,NLGFX637340158017777904-bf19b,30059,5.6300,A2,1.6900
NL-GFX-ENL_GFX_A0129-1,2020-08-26 14:05:19.2700000,NLGFX637340219518715336-2efc8,25578,4.1700,A2,1.2500
NL-GFX-ENL-GFX-RD00274-2,2020-08-26 14:31:52.4066667,NLGFX637340204547997543-998a5,28656,8.5900,A2,2.5800
NL-GFX-ENL-GFX-RD00275-1,2020-08-26 15:24:58.2766667,NLGFX637340223763645764-12482,29922,0.0200,A2,0.0100
NL-GFX-ENL_GFX_A0017-2,2020-08-26 15:40:55.4966667,NLGFX637340204736144259-32b78,32781,8.8600,A2,2.6600
NL-GFX-ENL_GFX_A0129-1,2020-08-27 12:10:36.9100000,NLGFX637341065708042147-226f6,20467,3.6000,A2,1.0800
NL-GFX-ENL_GFX_A0017-1,2020-08-27 12:13:05.0666667,NLGFX637341085037139910-cae62,18683,15.9600,A2,4.7900
NL-GFX-ENL_GFX_A0017-2,2020-08-27 12:19:51.4733333,NLGFX637341064302277913-1bccb,21162,6.7900,A2,2.0400
NL-GFX-ENL-GFX-RD00265-1,2020-08-27 13:07:17.4000000,NLGFX637341072372596244-70f5e,23200,19.8500,A2,5.9600
NL-GFX-ENL-GFX-RD00274-2,2020-08-27 14:23:05.9966667,NLGFX637341042789078118-0d582,30707,2.4100,A2,0.7200
NL-GFX-ENL-GFX-RD00274-1,2020-08-27 15:11:28.5433333,NLGFX637341077753794057-cc4fc,30113,4.7800,A2,1.4300
NL-GFX-ENL-GFX-RD00275-2,2020-08-27 15:34:58.0800000,NLGFX637341082245405813-760af,31073,4.9800,A2,1.4900
NL-GFX-ENL-GFX-RD00298-2,2020-08-28 10:22:17.2866667,NLGFX637341938491594109-b20ff,13088,31.5300,A2,9.4600
NL-GFX-ENL-GFX-RD00275-1,2020-08-28 11:47:38.9100000,NLGFX637341910881412106-063eb,20971,0.0200,A2,0.0100
NL-GFX-ENL-GFX-RD00274-1,2020-08-28 12:38:22.1133333,NLGFX637342017508158252-407f9,13443,3.6000,A2,1.3300
NL-GFX-ENL-GFX-RD00274-2,2020-08-28 13:11:34.7933333,NLGFX637341911424255132-db26a,25953,2.3100,A2,0.6900
NL-GFX-ENL_GFX_A0017-2,2020-08-28 15:10:46.0900000,NLGFX637341926838421043-43f0e,31562,3.7300,A2,1.1200
NL-GFX-ENL-GFX-RD00275-2,2020-08-28 15:51:21.9166667,NLGFX637342120907069056-4edad,14591,36.1200,A2,10.8400
NL-GFX-ENL_GFX_A0129-1,2020-08-28 15:59:22.8566667,NLGFX637341939493917995-b30e8,33225,33.4800,A2,10.0400
NL-GFX-ENL_GFX_A0017-2,2020-08-31 13:38:40.8766667,NLGFX637344496566546505-32c19,28264,9.1600,A2,2.7500
NL-GFX-ENL-GFX-RD00274-2,2020-08-31 14:12:35.9466667,NLGFX637344492219352034-f913e,30733,7.5000,A2,2.2500
NL-GFX-ENL_GFX_A0017-1,2020-08-31 14:13:57.0766667,NLGFX637344470489155001-b633d,32987,5.1400,A2,1.5400
NL-GFX-ENL-GFX-RD00298-2,2020-08-31 15:42:40.6200000,NLGFX637344535405509113-4f2fe,31820,30.5100,A2,9.1500
NL-GFX-ENL-GFX-RD00265-2,2020-09-01 09:56:47.5100000,NLGFX637345410931311075-2c6d6,9913,4.3400,A2,1.3000
NL-GFX-ENL-GFX-RD00275-2,2020-09-01 13:50:03.5433333,NLGFX637345340170365966-1c2ea,30985,7.7000,A2,2.5600
NL-GFX-ENL_GFX_A0017-1,2020-09-01 14:18:58.9533333,NLGFX637345344209463633-68546,32328,5.2300,A2,1.5700
NL-GFX-ENL-GFX-RD00274-2,2020-09-01 14:31:18.8033333,NLGFX637345357074264862-4d6e5,31770,5.4400,A2,1.6300
NL-GFX-ENL_GFX_A0017-2,2020-09-01 14:33:50.6733333,NLGFX637345364726231841-ed302,31168,8.5100,A2,2.5500
NL-GFX-ENL_GFX_A0129-1,2020-09-01 15:11:17.0366667,NLGFX637345580478707899-7faae,11831,36.1400,A2,10.8400
NL-GFX-ENL_GFX_A0129-2,2020-09-01 15:17:03.3533333,NLGFX637345406208427272-4218b,29613,1.0800,A2,0.3200
NL-GFX-ENL-GFX-RD00265-2,2020-09-01 15:30:18.4333333,NLGFX637345541983965760-c1c85,16820,2.1500,A2,0.6500
NL-GFX-ENL-GFX-RD00274-1,2020-09-01 16:23:07.7166667,NLGFX637345482226169466-2d32e,25964,24.8800,A2,7.4600
NL-GFX-ENL-GFX-RD00298-2,2020-09-02 10:24:45.4166667,NLGFX637346248331780455-90fe3,14253,44.8500,A2,13.4600
NL-GFX-ENL_GFX_A0017-1,2020-09-02 14:28:37.6300000,NLGFX637346208918294025-d2bbd,32836,4.8900,A2,1.4700
NL-GFX-ENL-GFX-RD00274-1,2020-09-02 15:20:56.8200000,NLGFX637346318617244379-4fe09,25630,8.6600,A2,2.6000
NL-GFX-ENL_GFX_A0017-2,2020-09-02 16:51:55.0766667,NLGFX637346245874603472-c92b4,37738,42.6700,A2,12.8000
NL-GFX-ENL-GFX-RD00274-2,2020-09-03 07:47:47.2633333,NLGFX637347062869245241-abb92,9781,8.2200,A2,2.4700
NL-GFX-ENL_GFX_A0129-1,2020-09-03 13:54:33.4033333,NLGFX637347101274107267-7858e,27956,6.1900,A2,1.8600
NL-GFX-ENL-GFX-RD00274-1,2020-09-03 14:03:16.6033333,NLGFX637347195317775459-1f69e,19065,13.7000,A2,4.1100
NL-GFX-ENL-GFX-RD00272-1,2020-09-03 14:20:31.4300000,NLGFX637347166041948484-ae4aa,23027,21.9300,A2,6.5800
NL-GFX-ENL_GFX_A0017-1,2020-09-03 14:54:19.1566667,NLGFX637347101872481490-12caa,31483,3.2900,A2,0.9900
NL-GFX-ENL_GFX_A0017-2,2020-09-03 14:55:38.3066667,NLGFX637347093014303030-6a1c7,32447,9.5200,A2,2.8600
NL-GFX-ENL-GFX-RD00274-2,2020-09-03 15:02:13.8800000,NLGFX637347202460233900-b1b58,21887,8.3400,A2,2.5000
NL-GFX-ENL-GFX-RD00265-1,2020-09-03 16:00:23.3933333,NLGFX637347124178878739-0e452,33204,6.3500,A2,1.9100
NL-GFX-ENL_GFX_A0129-1,2020-09-04 11:38:00.3100000,NLGFX637347938187781529-72efd,22462,10.2500,A2,3.3300
NL-GFX-ENL_GFX_A0017-2,2020-09-04 14:04:30.0266667,NLGFX637348000602769604-ad0c0,25020,5.8300,A2,1.7500
NL-GFX-ENL-GFX-RD00274-1,2020-09-04 15:16:33.5433333,NLGFX637347999615868997-1b1f2,29432,5.8900,A2,1.7700
NL-GFX-ENL-GFX-RD00298-1,2020-09-07 14:46:20.8366667,NLGFX637350549813145237-f1896,31799,31.5500,A2,9.4700
NL-GFX-ENL-GFX-RD00275-1,2020-09-07 14:46:38.2566667,NLGFX637350554188565903-5809d,31378,20.9400,A2,6.2800
NL-GFX-ENL_GFX_A0017-1,2020-09-07 15:01:12.1066667,NLGFX637350512898570973-5c69e,36379,16.4600,A2,4.9400
NL-GFX-ENL-GFX-RD00274-2,2020-09-07 15:18:01.9833333,NLGFX637350544667257247-edcf3,34214,2.9200,A2,0.8800
NL-GFX-ENL-GFX-RD00274-1,2020-09-07 15:22:51.8700000,NLGFX637350582337436460-cc939,30737,4.8100,A2,1.4400
NL-GFX-ENL-GFX-RD00265-1,2020-09-07 15:24:53.8600000,NLGFX637350582376124868-bb0ae,30855,27.2300,A2,8.1700
NL-GFX-ENL_GFX_A0129-2,2020-09-07 15:27:52.8200000,NLGFX637350547464174767-26ede,34535,10.4100,A2,3.1200
NL-GFX-ENL_GFX_A0129-1,2020-09-07 15:35:03.1733333,NLGFX637350585800504409-e9286,31133,9.3500,A2,2.8100
NL-GFX-ENL-GFX-RD00265-2,2020-09-08 13:58:44.1366667,NLGFX637351446952270221-6c391,25628,8.4300,A2,2.5300
NL-GFX-ENL_GFX_A0129-1,2020-09-08 14:08:54.2100000,NLGFX637351466211056539-09009,24323,2.7500,A2,0.8300
NL-GFX-ENL_GFX_A0017-1,2020-09-08 14:17:15.7300000,NLGFX637351372739459198-08867,34160,22.0100,A2,6.6000
NL-GFX-ENL-GFX-RD00274-2,2020-09-08 14:40:16.0633333,NLGFX637351411638238776-f4e10,31651,2.7100,A2,0.8100
NL-GFX-ENL_GFX_A0129-2,2020-09-08 15:15:54.8066667,NLGFX637351435891166231-39d0f,31375,8.3300,A2,2.5000
NL-GFX-ENL-GFX-RD00275-1,2020-09-08 15:20:31.2600000,NLGFX637351402944894776-886fb,34936,29.9700,A2,8.9900
NL-GFX-ENL-GFX-RD00274-1,2020-09-08 15:21:11.4133333,NLGFX637351431728933927-190cd,32098,6.8500,A2,2.0600
NL-GFX-ENL-GFX-RD00275-2,2020-09-08 15:38:50.1666667,NLGFX637351448677495644-c53ea,31462,11.0500,A2,3.3200
NL-GFX-ENL_GFX_A0017-2,2020-09-08 18:21:27.1933333,NLGFX637351431017411033-af779,42995,3.7200,A2,1.1200
NL-GFX-ENL-GFX-RD00298-2,2020-09-09 09:03:44.0333333,NLGFX637352292599261620-e78c8,9764,29.9700,A2,8.9900
NL-GFX-ENL-GFX-RD00272-2,2020-09-09 11:10:55.3200000,NLGFX637352352739015446-aa738,11382,8.1200,A2,2.4400
NL-GFX-ENL_GFX_A0129-1,2020-09-09 11:48:20.1800000,NLGFX637352318637519511-48a69,17038,2.6700,A2,0.8000
NL-GFX-ENL_GFX_A0017-1,2020-09-09 12:42:12.0200000,NLGFX637352215196192733-9619a,30611,23.3100,A2,6.9900
NL-GFX-ENL-GFX-RD00272-1,2020-09-09 14:39:15.3933333,NLGFX637352355173048524-d2fae,23638,0.0400,A2,0.0100
NL-GFX-ENL_GFX_A0017-2,2020-09-09 14:44:40.2666667,NLGFX637352263359801711-b0e19,33144,4.8000,A2,1.4400
NL-GFX-ENL-GFX-RD00265-2,2020-09-09 15:30:15.9100000,NLGFX637352273359873385-0e53c,34879,10.5000,A2,3.1500
NL-GFX-ENL_GFX_A0129-2,2020-09-09 15:30:48.8866667,NLGFX637352265892623359-8a260,35668,8.9800,A2,2.6900
NL-GFX-ENL-GFX-RD00298-1,2020-09-09 15:36:40.6566667,NLGFX637352325169564006-2f90b,30085,29.8600,A2,8.9600
NL-GFX-ENL-GFX-RD00274-2,2020-09-09 15:41:07.8033333,NLGFX637352275820975283-863f2,35285,2.4700,A2,0.7400
NL-GFX-ENL-GFX-RD00275-1,2020-09-09 15:42:23.6000000,NLGFX637352331180941362-73577,29826,11.2500,A2,3.3800
NL-GFX-ENL-GFX-RD00265-1,2020-09-10 09:59:51.9233333,NLGFX637353188515110132-3547b,9938,4.5200,A2,1.6100
NL-GFX-ENL-GFX-RD00274-1,2020-09-10 12:17:03.9066667,NLGFX637353182946935990-fd727,18728,7.4200,A2,2.2300
NL-GFX-ENL_GFX_A0129-2,2020-09-10 12:59:41.4066667,NLGFX637353180712417044-8aa01,21510,26.6900,A2,8.0100
NL-GFX-ENL-GFX-RD00265-2,2020-09-10 13:27:21.0366667,NLGFX637353205558997805-4615f,20685,9.7100,A2,2.9100
NL-GFX-ENL-GFX-RD00265-1,2020-09-10 14:34:20.9100000,NLGFX637353342677116264-63868,10992,6.5900,A2,2.2300
NL-GFX-ENL_GFX_A0017-1,2020-09-10 14:38:18.2433333,NLGFX637353081873223424-5189a,37310,23.3300,A2,7.0000
NL-GFX-ENL-GFX-RD00298-1,2020-09-10 14:40:39.5433333,NLGFX637353194950630369-ac64c,26145,15.3400,A2,4.6000
NL-GFX-ENL-GFX-RD00274-2,2020-09-10 14:50:21.8066667,NLGFX637353138646749838-e633a,32357,2.7500,A2,0.8300
NL-GFX-ENL_GFX_A0017-2,2020-09-10 15:23:27.3733333,NLGFX637353177605411507-579d8,30447,10.9300,A2,3.2800
NL-GFX-ENL-GFX-RD00275-2,2020-09-10 15:29:24.5500000,NLGFX637353154777672392-e663e,33087,23.5000,A2,7.0500
NL-GFX-ENL-GFX-RD00275-1,2020-09-10 15:42:38.5966667,NLGFX637353180867334929-95395,31271,4.8800,A2,1.4600
NL-GFX-ENL-GFX-RD00272-2,2020-09-10 15:42:48.5400000,NLGFX637353293535984871-c20e7,20014,20.1800,A2,6.0500
NL-GFX-ENL-GFX-RD00275-2,2020-09-11 10:48:37.2133333,NLGFX637354053544466455-97f87,12763,15.6300,A2,4.6900
NL-GFX-ENL-GFX-RD00275-2,2020-09-11 12:14:25.2000000,NLGFX637354222114524642-cd54f,1054,1.9700,A2,0.5900
NL-GFX-ENL-GFX-RD00274-2,2020-09-11 12:49:54.6000000,NLGFX637354000681727571-bfd58,25326,2.6300,A2,0.7900
NL-GFX-ENL_GFX_A0017-1,2020-09-11 13:25:49.5333333,NLGFX637353952609971451-a56e5,32288,40.6200,A2,12.1900
NL-GFX-ENL-GFX-RD00265-1,2020-09-11 13:36:29.4566667,NLGFX637354014459668018-4d7a3,26742,4.9200,A2,1.7300
NL-GFX-ENL_GFX_A0129-1,2020-09-11 13:49:23.6166667,NLGFX637354019897062294-2484e,26974,7.0000,A2,2.1000
NL-GFX-ENL-GFX-RD00272-2,2020-09-11 14:42:17.7233333,NLGFX637354031987569007-bb7a3,28938,9.7800,A2,2.9300
NL-GFX-ENL-GFX-RD00275-2,2020-09-14 10:07:03.9166667,NLGFX637356609504164544-19140,13873,43.4400,A2,13.0300
NL-GFX-ENL_GFX_A0017-2,2020-09-14 10:17:13.2833333,NLGFX637356596132031560-ef19a,15792,9.6000,A2,2.8800
NL-GFX-ENL_GFX_A0129-1,2020-09-14 13:07:32.9300000,NLGFX637356729518866067-42fdb,12702,13.4000,A2,4.0200
NL-GFX-ENL_GFX_A0017-1,2020-09-14 14:17:59.3233333,NLGFX637356569662825796-59493,32912,5.0000,A2,1.5000
NL-GFX-ENL-GFX-RD00274-2,2020-09-14 14:24:08.4433333,NLGFX637356597933829995-0ea51,30456,6.2800,A2,1.8800
NL-GFX-ENL-GFX-RD00298-2,2020-09-14 15:04:18.1333333,NLGFX637356609214630103-1b29f,31737,15.0200,A2,4.5100
NL-GFX-ENL-GFX-RD00275-1,2020-09-14 15:26:40.8866667,NLGFX637356639404213687-cb670,30060,4.2100,A2,1.2600
NL-GFX-ENL_GFX_A0129-2,2020-09-14 15:39:19.3433333,NLGFX637356596856719827-bc2e5,35083,10.4800,A2,3.1400
NL-GFX-ENL-GFX-RD00265-2,2020-09-15 07:27:25.7166667,NLGFX637357504710605571-4bfdb,1173,0.2300,A2,0.3200
NL-GFX-ENL-GFX-RD00274-2,2020-09-15 08:31:36.3833333,NLGFX637357458874980983-0f248,9606,5.4000,A2,1.6200
NL-GFX-ENL_GFX_A0129-2,2020-09-15 09:47:31.8366667,NLGFX637357535757027705-38241,6479,6.4800,A2,1.9400
NL-GFX-ENL_GFX_A0017-2,2020-09-15 12:53:12.3000000,NLGFX637357435975568784-275e5,27595,5.3600,A2,1.6100
NL-GFX-ENL-GFX-RD00275-1,2020-09-15 14:02:03.9700000,NLGFX637357491650101294-a8f3b,26158,8.4300,A2,2.5300
NL-GFX-ENL-GFX-RD00272-2,2020-09-15 14:17:50.0466667,NLGFX637357496411134424-dadd0,26628,31.9100,A2,9.5700
NL-GFX-ENL-GFX-RD00298-2,2020-09-15 14:21:54.0600000,NLGFX637357507255416346-3fb40,25788,7.8100,A2,2.3400
NL-GFX-ENL_GFX_A0017-1,2020-09-15 14:50:09.5133333,NLGFX637357384309914107-a7290,39777,13.1100,A2,3.9300
NL-GFX-ENL-GFX-RD00265-1,2020-09-15 14:56:30.8366667,NLGFX637357471843994214-34be5,31407,35.8500,A2,10.7600
NL-GFX-ENL_GFX_A0129-2,2020-09-15 15:12:48.3633333,NLGFX637357711709964428-84288,8410,25.1200,A2,7.5400
NL-GFX-ENL-GFX-RD00274-1,2020-09-15 15:17:55.2833333,NLGFX637357493005575032-81a67,30573,5.6400,A2,1.6900
NL-GFX-ENL-GFX-RD00298-1,2020-09-15 15:20:03.9633333,NLGFX637357474851793131-11186,32519,6.3600,A2,1.9100
NL-GFX-ENL-GFX-RD00274-2,2020-09-15 15:49:59.4866667,NLGFX637357609519161340-f5286,20846,7.9500,A2,2.3900
NL-GFX-ENL-GFX-RD00275-2,2020-09-15 15:51:36.5233333,NLGFX637357473859843994-6878b,34509,31.9800,A2,9.5900
NL-GFX-ENL-GFX-RD00272-2,2020-09-16 07:22:09.4600000,NLGFX637358369772820382-f117a,755,0.3600,A2,0.1100
NL-GFX-ENL-GFX-RD00298-2,2020-09-16 12:45:35.9200000,NLGFX637358499446465892-0f6e6,7191,1.8800,A2,0.5600
NL-GFX-ENL_GFX_A0017-2,2020-09-16 14:24:45.8033333,NLGFX637358309006546584-c64a2,32185,5.1100,A2,1.5300
NL-GFX-ENL_GFX_A0017-1,2020-09-16 14:35:45.5433333,NLGFX637358248701719102-17f6d,38874,13.6600,A2,4.1000
NL-GFX-ENL-GFX-RD00275-2,2020-09-16 14:54:38.0100000,NLGFX637358359893284323-622ad,28888,5.8800,A2,1.7600
NL-GFX-ENL_GFX_A0129-1,2020-09-16 15:39:12.2700000,NLGFX637358327186723557-54dbf,34844,9.6100,A2,2.8800
NL-GFX-ENL-GFX-RD00272-2,2020-09-16 15:47:26.4600000,NLGFX637358451850857372-48975,22862,9.3000,A2,2.7900
NL-GFX-ENL_GFX_A0129-2,2020-09-16 16:01:51.6900000,NLGFX637358383200286953-35263,30602,9.3300,A2,2.8000
NL-GFX-ENL-GFX-RD00272-1,2020-09-17 09:41:46.7700000,NLGFX637359236067446653-adb24,8899,0.0200,A2,0.0100
NL-GFX-ENL-GFX-RD00265-2,2020-09-17 13:04:54.3066667,NLGFX637359228647713090-810e5,21829,5.3100,A2,1.5900
NL-GFX-ENL-GFX-RD00298-2,2020-09-17 13:52:00.5500000,NLGFX637359370374485470-7ab5f,10484,10.3200,A2,3.1000
NL-GFX-ENL-GFX-RD00274-1,2020-09-17 14:12:47.1400000,NLGFX637359182443164951-82fba,30522,28.9200,A2,8.6800
NL-GFX-ENL_GFX_A0017-2,2020-09-17 14:48:03.8900000,NLGFX637359187715206691-b4027,32112,7.7700,A2,2.3300
NL-GFX-ENL_GFX_A0017-1,2020-09-17 14:48:26.9166667,NLGFX637359125290328254-0c755,38376,12.7600,A2,3.8300
NL-GFX-ENL-GFX-RD00272-1,2020-09-17 14:53:42.1100000,NLGFX637359347584254392-5af1b,16464,0.0200,A2,0.0100
NL-GFX-ENL-GFX-RD00272-2,2020-09-17 15:00:08.1433333,NLGFX637359219811264151-dc1c7,29628,8.6700,A2,2.6000
NL-GFX-ENL-GFX-RD00265-1,2020-09-17 15:02:14.9400000,NLGFX637359261076448847-6a837,25627,21.1100,A2,6.3300
NL-GFX-ENL-GFX-RD00275-2,2020-09-17 15:25:09.6066667,NLGFX637359228887081704-1b5ac,30226,5.5100,A2,1.6500
NL-GFX-ENL_GFX_A0129-1,2020-09-17 15:25:48.1066667,NLGFX637359209339957786-2d2c9,32224,5.9200,A2,1.7800
NL-GFX-ENL-GFX-RD00274-1,2020-09-18 09:31:27.3933333,NLGFX637360083450857202-61f6f,9941,31.5200,A2,9.4600
NL-GFX-ENL_GFX_A0017-2,2020-09-18 09:35:24.4633333,NLGFX637360049946020169-edcbd,13531,9.0400,A2,2.7100
NL-GFX-ENL_GFX_A0017-1,2020-09-18 11:47:27.2766667,NLGFX637360048471635319-200a4,21600,6.9700,A2,2.0900
NL-GFX-ENL-GFX-RD00298-2,2020-09-18 14:26:10.7833333,NLGFX637360076408111567-34cba,28330,39.0900,A2,11.7300
NL-GFX-ENL_GFX_A0017-1,2020-09-21 12:16:21.7333333,NLGFX637362591742541054-401c3,28211,12.4800,A2,3.7400
